app_name,app_category,Y,size_unkown_unit,downloads_unstandardized,reviews_count,free_paid,price_if_paid,age_rating,app_tags,release_date,app_version,compatible_os_version
DG OFF - 100% Free Coupons & Deals,SHOPPING,5.0,1,1.1M,10+,Free,0,Everyone,Shopping,"July 11, 2018",1.0,4.0 and up
DH Texas Poker - Texas Hold'em,GAME,4.4,562345,Varies with device,"10,000,000+",Free,0,Teen,Casino,"July 23, 2018",Varies with device,Varies with device
DH Pineapple Poker OFC,GAME,4.2,1878,20M,"100,000+",Free,0,Teen,Casino,"November 9, 2017",1.0.13,3.0 and up
Dungeon Rush,FAMILY,4.0,28633,81M,"1,000,000+",Free,0,Everyone 10+,Role Playing,"December 23, 2016",1.14.0,2.3 and up
Daddyhunt: Gay Dating,SOCIAL,3.9,6450,14M,"500,000+",Free,0,Mature 17+,Social,"January 22, 2018",1.3.5,4.0 and up
DEER HUNTER CHALLENGE,GAME,3.7,38767,4.1M,"5,000,000+",Free,0,Everyone 10+,Action,"April 11, 2011",1.4.3,2.0 and up
Dinosaur War,FAMILY,4.3,157997,27M,"10,000,000+",Free,0,Everyone,Simulation,"August 4, 2016",1.4.4,2.3.3 and up
DH News,NEWS_AND_MAGAZINES,2.5,81,6.7M,"10,000+",Free,0,Mature 17+,News & Magazines,"November 27, 2017",3.4.5,4.0.3 and up
Bike Unchained,SPORTS,4.3,83545,23M,"5,000,000+",Free,0,Everyone,Sports,"July 31, 2018",1.193,4.0 and up
"Red Bull TV: Live Sports, Music & Entertainment",FAMILY,4.4,42069,Varies with device,"1,000,000+",Free,0,Teen,Entertainment,"August 3, 2018",Varies with device,Varies with device
Bike 3D Configurator,SPORTS,4.3,34062,85M,"1,000,000+",Free,0,Everyone,Sports,"April 3, 2018",1.6.7,4.4 and up
Castle Defense : Invasion,FAMILY,4.2,1484,41M,"100,000+",Free,0,Everyone,Strategy,"July 15, 2018",1.2.1,4.0.3 and up
Stop Smoking - EasyQuit free,HEALTH_AND_FITNESS,4.8,39068,4.0M,"500,000+",Free,0,Everyone,Health & Fitness,"July 7, 2018",1.2.2,4.1 and up
Cameringo+ Filters Camera,PHOTOGRAPHY,4.6,28107,5.7M,"500,000+",Paid,$2.99,Everyone,Photography,"June 11, 2018",2.8.26,4.0 and up
Whoscall - Caller ID & Block,COMMUNICATION,4.4,552635,29M,"10,000,000+",Free,0,Everyone,Communication,"August 1, 2018",6.19.1,4.1 and up
Nyan Cat: Lost In Space,GAME,4.5,371318,90M,"10,000,000+",Free,0,Everyone 10+,Arcade,"June 8, 2018",10.1.6,4.1 and up
Euro Truck Driver (Simulator),FAMILY,4.4,860078,30M,"10,000,000+",Free,0,Everyone,Simulation,"February 15, 2018",1.6.0,4.1 and up
DK 15 Minute Language Course,FAMILY,2.8,21,57M,"1,000+",Free,0,Everyone,Education,"April 6, 2018",1.0.0.5,4.0.3 and up
DK Quiz,GAME,4.4,1628,34M,"50,000+",Free,0,Everyone,Trivia,"April 10, 2014",1.3,2.3 and up
DK Eyewitness Audio Walks,TRAVEL_AND_LOCAL,2.3,9,70M,"1,000+",Free,0,Everyone,Travel & Local,"April 6, 2018",1.0.1.8,4.2 and up
DK Pittsburgh Sports,SPORTS,4.1,556,3.3M,"10,000+",Free,0,Everyone,Sports,"July 26, 2018",3.0.5,4.2 and up
dk Verk,BUSINESS,4.4,9,31M,500+,Free,0,Everyone,Business,"March 14, 2018",2.0.14,4.1 and up
e-Boks.dk,PRODUCTIVITY,3.2,6752,3.3M,"1,000,000+",Free,0,Everyone,Productivity,"March 21, 2018",3.5.2,4.0.3 and up
Discovery K!ds Play!,FAMILY,4.1,19388,35M,"1,000,000+",Free,0,Everyone,Entertainment;Music & Video,"May 3, 2018",2.1.0.2173,4.0.3 and up
Advanced Download Manager Pro,TOOLS,4.7,6505,2.0M,"50,000+",Paid,$2.99,Everyone,Tools,"November 3, 2017",6.4.0,4.0 and up
Download Manager Pro FREE,PRODUCTIVITY,3.8,637,7.2M,"100,000+",Free,0,Everyone,Productivity,"October 31, 2017",2.5,4.1 and up
Video Downloader,VIDEO_PLAYERS,4.2,58981,5.4M,"10,000,000+",Free,0,Everyone,Video Players & Editors,"August 3, 2018",1.0.8,4.4 and up
Vuze Torrent Downloader,VIDEO_PLAYERS,4.1,24565,5.5M,"1,000,000+",Free,0,Everyone,Video Players & Editors,"March 4, 2016",2.1,2.3.3 and up
Dungeons and Dragons DM Tools,BOOKS_AND_REFERENCE,3.1,50,4.9M,"1,000+",Paid,$1.99,Everyone,Books & Reference,"February 22, 2017",2.0,2.3 and up
Convert Coordinates DM to DMS,MAPS_AND_NAVIGATION,4.3,15,164k,"5,000+",Free,0,Everyone,Maps & Navigation,"February 3, 2013",1.6,2.2 and up
Disciple Maker’s (DM) Lab,FAMILY,5.0,3,4.0M,100+,Free,0,Everyone,Education,"August 1, 2018",1.0.5,4.4 and up
DN Blog,SOCIAL,5.0,20,4.2M,10+,Free,0,Teen,Social,"July 23, 2018",1.0,4.0 and up
DN Employee,FAMILY,5.0,1,3.8M,10+,Free,0,Everyone,Education,"June 25, 2018",1.4,4.4 and up
DN Calculators,FINANCE,5.0,12,775k,100+,Free,0,Everyone,Finance,"September 5, 2013",1.11,3.0 and up
Writing Wizard Premium - Handwriting,FAMILY,4.1,89,33M,"5,000+",Paid,$4.49,Everyone,Education;Education,"December 3, 2017",2.5.0,4.0.3 and up
Guardian Hunter: SuperBrawlRPG,FAMILY,4.5,364013,27M,"1,000,000+",Free,0,Everyone 10+,Role Playing,"August 6, 2018",14.4.4.00,4.1 and up
Darkness Rises,FAMILY,4.7,456474,86M,"5,000,000+",Free,0,Teen,Role Playing,"July 24, 2018",1.2.0,4.4 and up
NARUTO X BORUTO NINJA VOLTAGE,GAME,4.4,267395,71M,"5,000,000+",Free,0,Everyone 10+,Action,"July 19, 2018",1.1.7,4.4 and up
Notepad & To do list,PRODUCTIVITY,4.3,226295,4.2M,"10,000,000+",Free,0,Everyone,Productivity,"June 6, 2018",4.3.19,2.3.3 and up
File Viewer for Android,TOOLS,4.1,7063,Varies with device,"1,000,000+",Free,0,Everyone,Tools,"January 25, 2018",2.3.2,5.0 and up
Google Keep,PRODUCTIVITY,4.4,691474,Varies with device,"100,000,000+",Free,0,Everyone,Productivity,"August 6, 2018",Varies with device,Varies with device
do,FAMILY,3.1,1073,5.9M,"100,000+",Free,0,Everyone,Strategy,"June 8, 2016",1.0.4,4.0 and up
Does not Commute,GAME,4.0,154108,78M,"5,000,000+",Free,0,Everyone,Racing,"October 13, 2015",1.4.2,2.3 and up
Do It Later: Tasks & To-Dos,PRODUCTIVITY,4.5,123412,Varies with device,"50,000,000+",Free,0,Everyone,Productivity,"April 13, 2018",Varies with device,Varies with device
Todoist: To-do lists for task management & errands,PRODUCTIVITY,4.5,155998,12M,"10,000,000+",Free,0,Everyone,Productivity,"August 5, 2018",12.8.2,4.4 and up
"Ike - To-Do List, Task List",PRODUCTIVITY,4.6,6320,6.3M,"100,000+",Free,0,Everyone,Productivity,"December 10, 2016",2.0,4.4 and up
NoteToDo. Notes. To do list,PRODUCTIVITY,4.5,57449,5.0M,"1,000,000+",Free,0,Everyone,Productivity,"August 4, 2018",1.2.187-83,4.0 and up
"2Do - Reminders, To-do List & Notes",PRODUCTIVITY,4.3,4649,30M,"100,000+",Free,0,Everyone,Productivity,"June 19, 2018",2.8.12,5.0 and up
"Notes : Colorful Notepad Note,To Do,Reminder,Memo",LIFESTYLE,4.6,10484,9.0M,"1,000,000+",Free,0,Everyone,Lifestyle,"June 9, 2018",1.4.9,4.1 and up
"Goal Meter: Goal Tracker, Habit Changer,To-Do List",PRODUCTIVITY,4.6,7969,20M,"100,000+",Free,0,Everyone,Productivity,"February 6, 2018",2.7.92,4.4 and up
How well do you know me?,GAME,3.9,1290,6.4M,"100,000+",Free,0,Everyone,Word,"July 26, 2018",2.3.0,4.1 and up
EasyNote Notepad | To Do List,TOOLS,4.3,15618,2.4M,"1,000,000+",Free,0,Everyone,Tools,"November 27, 2017",1.5.2,2.3 and up
Adobe Fill & Sign: Easy PDF Form Filler,PRODUCTIVITY,4.3,11402,5.3M,"1,000,000+",Free,0,Everyone,Productivity,"November 7, 2017",1.3.0,5.0 and up
Dp For WhatsApp,PERSONALIZATION,4.4,1623,11M,"1,000,000+",Free,0,Mature 17+,Personalization,"June 23, 2018",2.7,4.0.3 and up
Square DP For Whatsapp,PHOTOGRAPHY,4.2,67,15M,"10,000+",Free,0,Everyone,Photography,"March 29, 2017",1.0,4.0.3 and up
"Marathi DP - status and message,jokes,Video app",FAMILY,4.3,694,3.8M,"100,000+",Free,0,Everyone,Entertainment,"August 1, 2018",1.6,4.2 and up
"100000+ Messages - DP, Status, Jokes & GIF 2018",LIFESTYLE,3.7,121,3.8M,"10,000+",Free,0,Mature 17+,Lifestyle,"December 29, 2017",DPSTATUS1.0.1,4.0.3 and up
Instant DP Downloader for Instagram,SOCIAL,4.7,38,4.1M,"5,000+",Free,0,Everyone,Social,"August 4, 2018",1.0.4,4.2 and up
Latest DP and Status Pro 2018,FAMILY,4.7,19,5.7M,"1,000+",Free,0,Everyone,Entertainment,"January 5, 2018",1.0.4,4.0.3 and up
DP Battle,FAMILY,4.5,132,2.5M,"5,000+",Free,0,Everyone,Entertainment,"March 26, 2017",2.0.5,4.0.3 and up
Dairy Queen,FOOD_AND_DRINK,3.6,742,43M,"100,000+",Free,0,Everyone,Food & Drink,"July 25, 2018",2.1.0,4.1 and up
DQ Texas,FOOD_AND_DRINK,4.1,336,13M,"100,000+",Free,0,Everyone,Food & Drink,"May 18, 2018",1.4.1,4.1 and up
DRAGON QUEST III,FAMILY,4.2,1661,63M,"10,000+",Paid,$9.99,Everyone,Role Playing,"March 9, 2018",1.0.5,4.0 and up
DRAGON QUEST II,FAMILY,4.5,2576,44M,"10,000+",Paid,$4.99,Everyone,Role Playing,"March 9, 2018",1.0.5,4.0 and up
Bunny Skater,GAME,4.2,139432,4.7M,"10,000,000+",Free,0,Everyone,Adventure,"November 20, 2013",1.5,2.1 and up
World Webcams,WEATHER,3.7,7896,Varies with device,"1,000,000+",Free,0,Everyone,Weather,"November 25, 2013",1.6,Varies with device
Dunkin' Donuts,FOOD_AND_DRINK,4.2,68270,66M,"1,000,000+",Free,0,Everyone,Food & Drink,"June 20, 2018",5.0.0,4.4 and up
SUBWAY®,FOOD_AND_DRINK,3.8,21381,41M,"1,000,000+",Free,0,Everyone,Food & Drink,"July 24, 2018",7.9.0.0,4.4 and up
Monster Fishing 2018,SPORTS,4.4,32881,76M,"1,000,000+",Free,0,Everyone,Sports,"August 7, 2018",0.0.80,4.1 and up
Call Blocker & Blacklist,COMMUNICATION,4.0,6,4.2M,"1,000+",Free,0,Everyone,Communication,"July 13, 2018",3.1.0,4.0 and up
IHOP®,FOOD_AND_DRINK,4.2,441,24M,"100,000+",Free,0,Everyone,Food & Drink,"April 3, 2018",2.2.0,4.1 and up
dr.fone - Recovery & Transfer wirelessly & Backup,TOOLS,3.7,23347,7.6M,"5,000,000+",Free,0,Everyone,Tools,"May 28, 2018",3.2.0.169,2.3 and up
Dr. Parker : Parking Simulator,GAME,4.5,14253,81M,"1,000,000+",Free,0,Everyone,Racing,"January 18, 2018",3.1,4.0 and up
Dr. Parker : Real car parking simulation,GAME,4.6,15829,95M,"1,000,000+",Free,0,Everyone,Racing,"July 24, 2018",1.29,4.0 and up
Dr. Dominoes,GAME,4.0,2700,5.7M,"500,000+",Free,0,Everyone,Board,"January 3, 2018",1.06,4.1 and up
Dr. Sudoku,FAMILY,3.5,2310,3.1M,"500,000+",Free,0,Everyone,Puzzle,"January 4, 2018",1.06,4.1 and up
Dr.Web Security Space,TOOLS,4.5,594406,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"July 20, 2018",Varies with device,Varies with device
Dr. Panda Farm,FAMILY,4.1,265,46M,"10,000+",Paid,$2.99,Everyone,Education;Pretend Play,"July 21, 2016",1.0,4.0 and up
Dr. Panda Art Class,FAMILY,4.2,1013,58M,"50,000+",Paid,$2.99,Everyone,Education;Creativity,"April 26, 2017",1.7,4.0 and up
Dr. Chess,GAME,4.1,97209,6.7M,"1,000,000+",Free,0,Everyone,Board,"January 14, 2018",1.41,4.0.3 and up
Dr Dre - Beatmaker,GAME,4.3,146,6.0M,"10,000+",Free,0,Mature 17+,Music,"February 28, 2018",5.3.8,4.0 and up
Dr. Panda & Toto's Treehouse,FAMILY,4.4,3397,9.5M,"50,000+",Paid,$3.99,Everyone,Casual;Pretend Play,"December 9, 2014",1.8,4.0 and up
Dr. McDougall Mobile Cookbook,HEALTH_AND_FITNESS,3.8,76,1.2M,"1,000+",Paid,$4.99,Everyone,Health & Fitness,"January 26, 2015",1.1,2.2 and up
DraStic DS Emulator,GAME,4.6,87766,12M,"1,000,000+",Paid,$4.99,Everyone,Action,"July 19, 2016",r2.5.0.3a,2.3 and up
Free DS Emulator,GAME,4.1,22896,19M,"1,000,000+",Free,0,Everyone,Arcade,"July 26, 2018",pb1.0.0.1,4.0.3 and up
nds4droid,GAME,3.4,107778,8.8M,"10,000,000+",Free,0,Everyone,Arcade,"February 12, 2016",47,2.3.3 and up
DS file,PRODUCTIVITY,4.1,10676,12M,"1,000,000+",Free,0,Everyone,Productivity,"May 23, 2018",4.11.0,4.1 and up
DS-20000S,PRODUCTIVITY,1.8,12,14M,"1,000+",Free,0,Everyone,Productivity,"August 3, 2018",1.2.2,4.1 and up
Deep Sleep Battery Saver Pro,TOOLS,3.9,1417,2.9M,"10,000+",Paid,$3.28,Everyone,Tools,"August 15, 2017",5.1,4.1 and up
DS Thermometer,WEATHER,3.7,631,3.0M,"100,000+",Free,0,Everyone,Weather,"May 30, 2015",2.20,2.3 and up
Real Sheet ∞: Pathfinder + DT,FAMILY,3.5,2,22M,50+,Paid,$2.99,Everyone,Role Playing,"March 20, 2017",1.1,4.2 and up
DT Fieldlink,BUSINESS,3.0,2,49M,500+,Free,0,Everyone,Business,"September 19, 2017",2.1.1,4.1 and up
Soccer Manager 2018,SPORTS,4.4,63779,95M,"1,000,000+",Free,0,Everyone,Sports,"July 16, 2018",1.5.6,5.0 and up
Online Soccer Manager (OSM),SPORTS,4.5,1312936,21M,"10,000,000+",Free,0,Everyone,Sports,"July 31, 2018",3.4.06,4.4 and up
DT-VR,FAMILY,3.8,25,9.5M,"1,000+",Free,0,Everyone,Entertainment,"August 9, 2016",1.2,2.2 and up
Dt. Jyothi Srinivas,HEALTH_AND_FITNESS,5.0,18,13M,100+,Free,0,Everyone,Health & Fitness,"February 6, 2018",1.0.6,4.1 and up
Riptide GP: Renegade,GAME,4.7,4328,Varies with device,"100,000+",Paid,$2.99,Everyone 10+,Racing,"June 1, 2018",1.2.1,4.1 and up
Wheelie Challenge,GAME,4.6,137338,51M,"5,000,000+",Free,0,Everyone,Racing,"July 13, 2018",1.44,4.1 and up
Cache Cleaner-DU Speed Booster (booster & cleaner),TOOLS,4.5,12759815,15M,"100,000,000+",Free,0,Everyone,Tools,"July 25, 2018",3.1.2,4.0 and up
Modern: DU Launcher Theme,PERSONALIZATION,4.2,868,309k,"50,000+",Free,0,Everyone,Personalization,"October 15, 2015",1.1,4.0 and up
Weather Forecast Pro,WEATHER,4.7,14051,8.7M,"100,000+",Paid,$3.99,Everyone,Weather,"August 4, 2018",8.5,4.0 and up
"GO Security－AntiVirus, AppLock, Booster",TOOLS,4.7,1251479,Varies with device,"10,000,000+",Free,0,Everyone,Tools,"July 24, 2018",Varies with device,Varies with device
AKASO DV,TOOLS,2.4,99,71M,"10,000+",Free,0,Everyone,Tools,"July 26, 2018",V1.0.9,4.0 and up
Selfie DV,TOOLS,2.8,29,14M,"1,000+",Free,0,Everyone,Tools,"April 24, 2017",2.3.26,4.0.3 and up
WiFi Action Camera,SPORTS,2.4,551,903k,"100,000+",Free,0,Everyone,Sports,"March 13, 2014",1.4,4.0 and up
DV Lottery Photo,VIDEO_PLAYERS,2.9,23,4.0M,"5,000+",Free,0,Everyone,Video Players & Editors,"December 16, 2016",1.1,3.0 and up
US DV Lottery 2020 Apply,TRAVEL_AND_LOCAL,4.6,41,2.0M,"10,000+",Free,0,Everyone,Travel & Local,"January 14, 2018",1.02,4.0 and up
DV 2018 Winners Guide,BOOKS_AND_REFERENCE,4.8,11,608k,"1,000+",Free,0,Everyone,Books & Reference,"July 23, 2017",1.09,4.2 and up
MelifeCam-M,VIDEO_PLAYERS,3.5,81,22M,"10,000+",Free,0,Everyone,Video Players & Editors,"July 21, 2016",R1.3.21.3,4.1 and up
DV Youth,LIFESTYLE,5.0,5,15M,100+,Free,0,Everyone,Lifestyle,"April 25, 2016",1.2,4.0.3 and up
DENVER ACTION CAM 3,PHOTOGRAPHY,2.9,66,8.9M,"10,000+",Free,0,Everyone,Photography,"November 16, 2016",1.0.2,2.2 and up
4K VIDEO PLAYER ULTRA HD,VIDEO_PLAYERS,3.7,20,24M,"5,000+",Free,0,Everyone,Video Players & Editors,"May 1, 2017",7.0,2.3.3 and up
US DV Lottery 2019,TRAVEL_AND_LOCAL,4.6,14,4.0M,"1,000+",Free,0,Everyone,Travel & Local,"April 12, 2018",1.0,4.0 and up
Hotel Insanity,GAME,4.2,3816,31M,"100,000+",Free,0,Teen,Arcade,"July 7, 2016",1.0,3.0 and up
German Listening,FAMILY,4.8,18298,8.0M,"500,000+",Free,0,Everyone,Education,"July 23, 2018",2.94,2.3.3 and up
DW Security,BUSINESS,5.0,6,15M,100+,Free,0,Everyone,Business,"July 25, 2018",69.1,4.1 and up
DW Timer,TOOLS,5.0,9,1.5M,100+,Free,0,Everyone,Tools,"April 5, 2017",1.0,1.6 and up
PORTABLE SOCCER DX,SPORTS,4.4,552,1.6M,"5,000+",Paid,$1.00,Everyone,Sports,"June 19, 2018",3.4,2.2 and up
DX Simulation for OOO Dx Belt,FAMILY,4.6,67,31M,"10,000+",Free,0,Everyone,Simulation,"August 4, 2018",1.7,4.1 and up
Elemental Galaxy Dx - Match3,FAMILY,4.0,127,14M,"10,000+",Free,0,Everyone,Puzzle,"March 11, 2014",1.0.9,2.2 and up
Mircules DX Cluster Lite,COMMUNICATION,4.5,51,21M,"5,000+",Free,0,Everyone,Communication,"May 10, 2016",3.0,4.1 and up
MBU DX Cluster,TOOLS,4.0,5,1.6M,500+,Free,0,Everyone,Tools,"June 16, 2015",0.0.1,2.3.3 and up
Cloud DX Connected Health,HEALTH_AND_FITNESS,5.0,6,11M,100+,Free,0,Everyone,Health & Fitness,"July 19, 2017",1.7.10713 (281),4.4 and up
DX Simulation for X-aid Dx Belt,FAMILY,4.0,35,48M,"5,000+",Free,0,Everyone,Simulation,"August 4, 2018",1.6,4.1 and up
Differential Dx,MEDICAL,4.0,8,Varies with device,500+,Paid,$3.99,Everyone,Medical,"January 19, 2018",Varies with device,Varies with device
Multiple Sclerosis Dx & Mgmt.,MEDICAL,4.5,131,60M,"10,000+",Free,0,Everyone,Medical,"September 25, 2017",5.0,4.4 and up
Dy So Exam,FAMILY,3.0,6,3.2M,"1,000+",Free,0,Everyone,Education,"July 3, 2017",1.0,2.3 and up
KPS CHAUHAN DY/DX,FAMILY,4.9,37,10M,100+,Free,0,Everyone,Education,"July 28, 2018",1.0.32.1,4.1 and up
DY TECHNICAL GYAN,BUSINESS,4.0,2,3.3M,10+,Free,0,Everyone,Business,"January 17, 2018",1.1.0,4.0 and up
JONACK (D Story Teller),FAMILY,4.4,152,1.2M,"10,000+",Free,0,Everyone,Entertainment,"November 28, 2015",1.0,2.2 and up
American Sniper City Fight Shooting Assassin,GAME,4.1,395,54M,"50,000+",Free,0,Teen,Action,"November 24, 2017",1.4,2.3 and up
Guardians of Ancora,FAMILY,4.4,969,26M,"50,000+",Free,0,Everyone,Educational;Action & Adventure,"July 20, 2018",2.9.1,2.3.3 and up
Cute Dolphin Keyboard,PERSONALIZATION,4.5,237,6.4M,"10,000+",Free,0,Everyone,Personalization,"July 30, 2018",1.279.13.93,4.0.3 and up
DYPSOET,FAMILY,5.0,8,7.4M,50+,Free,0,Everyone,Education,"August 7, 2018",1.0.2,4.1 and up
dz NEWS Algerie,NEWS_AND_MAGAZINES,4.2,2318,4.5M,"100,000+",Free,0,Everyone,News & Magazines,"December 13, 2014",2.3,2.3 and up
3G DZ Configuration,COMMUNICATION,4.3,488,2.5M,"50,000+",Free,0,Everyone,Communication,"November 19, 2015",6.2.3,3.0 and up
Drugs Dz - Algeria,MEDICAL,4.4,187,Varies with device,"10,000+",Free,0,Everyone,Medical,"July 29, 2017",0.0.7,Varies with device
My Ooredoo Algeria,TOOLS,4.2,3606,17M,"100,000+",Free,0,Everyone,Tools,"June 24, 2018",1.22.1,4.4 and up
Ludo Dz,GAME,4.5,17,28M,500+,Free,0,Everyone,Board,"August 27, 2017",1.0,4.1 and up
Agent HQ for The Division,FAMILY,4.1,1060,2.5M,"100,000+",Free,0,Everyone,Entertainment,"February 17, 2018",0.35,4.0.3 and up
Tunisian Dinar: Exchange rate,FINANCE,4.5,625,3.8M,"10,000+",Free,0,Everyone,Finance,"March 30, 2018",2.10,4.0 and up
Madden NFL Football,FAMILY,4.5,1455952,Varies with device,"10,000,000+",Free,0,Everyone,Sports;Action & Adventure,"May 15, 2018",4.3.6,4.0 and up
Dungeon Keeper,FAMILY,4.0,69574,45M,"500,000+",Free,0,Everyone 10+,Strategy,"May 24, 2018",1.8.91,4.1 and up
Bejeweled Blitz,FAMILY,4.2,222664,98M,"10,000,000+",Free,0,Everyone,Puzzle,"August 1, 2018",2.6.0.125,4.0.3 and up
Heroes of Dragon Age,GAME,4.2,70389,28M,"1,000,000+",Free,0,Teen,Action,"May 9, 2018",5.3.1,2.3.3 and up
Stickman Legends: Shadow Wars,GAME,4.4,38419,100M,"1,000,000+",Paid,$0.99,Everyone 10+,Action,"August 3, 2018",2.3.24,4.1 and up
MLB Perfect Inning 2018,SPORTS,4.2,42767,72M,"1,000,000+",Free,0,Everyone,Sports,"July 26, 2018",2.0.5,4.3 and up
EB-Link,BUSINESS,4.8,6,11M,100+,Free,0,Everyone,Business,"June 7, 2018",1.2.7,4.2 and up
Free E B Garamond Cool Font,PERSONALIZATION,4.2,410,6.1M,"100,000+",Free,0,Everyone,Personalization,"April 20, 2018",33.0,4.0.3 and up
Epson iProjection,PRODUCTIVITY,3.5,3930,18M,"1,000,000+",Free,0,Everyone,Productivity,"March 22, 2018",3.0.0,4.0 and up
UP EB Bill Payment & Details,SOCIAL,5.0,3,2.4M,50+,Free,0,Teen,Social,"July 11, 2018",2.0,4.0 and up
Tamilnadu EB Online Payment,FINANCE,3.7,155,3.9M,"100,000+",Free,0,Everyone,Finance,"July 30, 2018",1.0.0,4.0.3 and up
TNEB Quick Pay Easy,FINANCE,4.5,28,1.4M,"10,000+",Free,0,Teen,Finance,"January 29, 2018",1,3.0 and up
Bihar Land Records - RoR and EB Quick Pay,TOOLS,4.0,8,2.2M,"1,000+",Free,0,Everyone,Tools,"August 7, 2018",1.0.1,5.0 and up
Tamilnadu Electricity Info,TOOLS,3.6,216,811k,"10,000+",Free,0,Everyone,Tools,"November 9, 2014",2.0,1.0 and up
Exército Brasileiro,PRODUCTIVITY,4.7,1730,16M,"100,000+",Free,0,Everyone,Productivity,"February 1, 2018",1.5,4.1 and up
英漢字典 EC Dictionary,FAMILY,4.3,55408,Varies with device,"1,000,000+",Free,0,Everyone,Education,"January 8, 2018",Varies with device,Varies with device
EC - AP & Telangana,BOOKS_AND_REFERENCE,3.5,10,3.0M,"5,000+",Free,0,Everyone,Books & Reference,"November 10, 2017",1.0,4.0.3 and up
EC Security,LIFESTYLE,4.5,13,28M,"1,000+",Free,0,Everyone,Lifestyle,"May 9, 2017",1.17.0.0,2.3.3 and up
AP Stamps and Registration,BOOKS_AND_REFERENCE,3.4,82,2.7M,"10,000+",Free,0,Everyone,Books & Reference,"March 27, 2018",2.0,3.0 and up
EC Calgary,FAMILY,5.0,6,8.1M,100+,Free,0,Teen,Education,"June 26, 2018",3.8.0,4.1 and up
ECナビ×シュフー,LIFESTYLE,4.0,576,7.4M,"50,000+",Free,0,Everyone,Lifestyle,"June 7, 2018",1.0.2,4.0 and up
EC Reps,BUSINESS,4.0,1,5.4M,100+,Free,0,Everyone,Business,"March 15, 2017",1.10,4.0 and up
EC Tax,FINANCE,4.9,8,3.1M,500+,Free,0,Everyone,Finance,"February 9, 2018",1.2,4.0.3 and up
EF English Live Business,FAMILY,3.6,496,14M,"100,000+",Free,0,Everyone,Education,"May 4, 2018",2.0.1,4.4 and up
EF Forms,BUSINESS,5.0,2,23M,50+,Free,0,Everyone,Business,"July 24, 2018",1.29,4.4 and up
EF Academy,HEALTH_AND_FITNESS,5.0,4,15M,50+,Free,0,Everyone,Health & Fitness,"March 23, 2018",7.7.3,4.1 and up
EF Calculator,PRODUCTIVITY,4.7,19,Varies with device,"1,000+",Free,0,Everyone,Productivity,"September 20, 2017",1.6.1,Varies with device
EG SIM CARD (EGSIMCARD),TRAVEL_AND_LOCAL,4.4,105,5.0M,"10,000+",Free,0,Everyone,Travel & Local,"May 2, 2018",2.5,2.3 and up
EG Classroom Decimals™,FAMILY,3.0,2,18M,50+,Paid,$2.99,Everyone,Education;Education,"June 12, 2017",2.2.2,2.2 and up
EGW Writings,BOOKS_AND_REFERENCE,4.7,24278,3.1M,"1,000,000+",Free,0,Everyone,Books & Reference,"December 27, 2017",2.1.2,2.2 and up
Bible with EGW Comments,BOOKS_AND_REFERENCE,4.7,3776,12M,"100,000+",Free,0,Everyone,Books & Reference,"February 7, 2018",2.12.0,4.1 and up
LA Stories 4 New Order Sandbox 2018,GAME,4.2,17453,99M,"1,000,000+",Free,0,Mature 17+,Racing,"June 1, 2018",1.06,2.3 and up
My Little Pony: Story Creator,FAMILY,4.2,11002,21M,"1,000,000+",Free,0,Everyone,Education;Action & Adventure,"May 11, 2017",1.0,4.0.3 and up
Dance Magic Fashion Style Games,FAMILY,4.6,2533,46M,"100,000+",Free,0,Everyone,Simulation,"February 27, 2018",1.0,4.0 and up
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,185382,99M,"10,000,000+",Free,0,Everyone,Action,"July 30, 2018",1.0.6,4.4 and up
My Little Pony: Harmony Quest,FAMILY,4.1,148405,26M,"10,000,000+",Free,0,Everyone,Casual;Action & Adventure,"March 5, 2018",1.6,4.1 and up
Eh Bee Wallpapers HD,PERSONALIZATION,5.0,4,3.9M,100+,Free,0,Everyone,Personalization,"April 24, 2018",1.0,4.1 and up
Betul Ke Bohong Eh?,GAME,4.2,601,6.4M,"100,000+",Free,0,Everyone,Trivia,"April 3, 2015",1.0.1,2.3 and up
Crazy Doctor,FAMILY,4.0,267636,13M,"10,000,000+",Free,0,Teen,Role Playing,"March 3, 2014",1.5,2.1 and up
ZOMBIE RIPPER,GAME,3.7,16073,94M,"500,000+",Free,0,Mature 17+,Action,"November 14, 2017",1.4,4.0 and up
Guess The Emoji,GAME,4.5,76627,23M,"5,000,000+",Free,0,Everyone,Word,"July 3, 2018",8.16g,4.2 and up
Camping RV Caravan Parking 3D,GAME,3.3,5290,48M,"500,000+",Free,0,Everyone,Racing,"December 18, 2014",1.3,2.3 and up
Voice Changer,FAMILY,4.1,138050,5.7M,"10,000,000+",Free,0,Everyone,Entertainment;Music & Video,"April 19, 2018",2.4,4.0.3 and up
RUN JUMP RUN-fun games for free,GAME,4.4,661,42M,"100,000+",Free,0,Everyone,Action,"April 20, 2018",1.5.2,3.0 and up
Virtual Mother Surgery Doctor : Emergency Hospital,FAMILY,3.9,70,61M,"10,000+",Free,0,Teen,Educational,"May 30, 2018",1.1,4.0 and up
